         1584889 function calls (1445912 primitive calls) in 5.383 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 composite.py:124(TupleBinaryDumper)
        1    0.000    0.000    0.000    0.000 _pipeline.py:188(Pipeline)
        1    0.000    0.000    0.000    0.000 __init__.py:195(c_float)
        1    0.000    0.000    0.000    0.000 asyncpg.py:318(AsyncpgNumeric)
        1    0.000    0.000    0.000    0.000 runtime.py:122(TemplateReference)
        1    0.000    0.000    0.000    0.000 exc.py:22(BadSignature)
        1    0.000    0.000    0.000    0.000 utils.py:731(Joiner)
        1    0.000    0.000    0.000    0.000 elements.py:5306(_memoized_property_but_not_nulltype)
        1    0.000    0.000    0.000    0.000 base.py:1341(_SentinelColumnCharacterization)
        1    0.000    0.000    0.000    0.000 routing.py:564(_DefaultLifespan)
        1    0.000    0.000    0.000    0.000 exc.py:72(SQLAlchemyError)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 _fields.py:57(_PydanticGeneralMetadata)
        1    0.000    0.000    0.000    0.000 locks.py:352(Semaphore)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 unix_events.py:1146(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:1189(FileHandler)
        1    0.000    0.000    0.000    0.000 selectors.py:426(EpollSelector)
        2    0.000    0.000    0.000    0.000 typing.py:511(__init_subclass__)
        1    0.000    0.000    0.000    0.000 multirange.py:182(BaseMultirangeDumper)
        1    0.000    0.000    0.000    0.000 array.py:37(BaseListDumper)
        1    0.000    0.000    0.000    0.000 _copy_base.py:211(TextFormatter)
        1    0.000    0.000    0.000    0.000 _copy.py:185(LibpqWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:187(c_int)
        1    0.000    0.000    0.000    0.000 abc.py:179(Loader)
        1    0.000    0.000    0.000    0.000 sources.py:153(_CliInternalArgParser)
        1    0.000    0.000    0.000    0.000 ext.py:354(to_tsquery)
        1    0.000    0.000    0.000    0.000 instrumentation.py:607(InstrumentationFactory)
        1    0.000    0.000    0.000    0.000 base.py:841(_DeclarativeMapped)
        1    0.000    0.000    0.000    0.000 path_registry.py:369(RootRegistry)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3172(TupleType)
        1    0.000    0.000    0.000    0.000 schema.py:5347(_NamingSchemaTD)
        1    0.000    0.000    0.000    0.000 type_api.py:1704(Comparator)
        1    0.000    0.000    0.000    0.000 impl.py:515(AssertionPool)
        1    0.000    0.000    0.000    0.000 impl.py:261(AsyncAdaptedQueuePool)
        1    0.000    0.000    0.000    0.000 datastructures.py:170(URLPath)
        1    0.000    0.000    0.000    0.000 __init__.py:802(_SharedFile)
        1    0.000    0.000    0.000    0.000 __init__.py:678(LZMACompressor)
        1    0.000    0.000    0.000    0.000 types.py:2295(FutureDatetime)
        1    0.000    0.000    0.000    0.000 aliases.py:15(AliasPath)
        1    0.000    0.000    0.000    0.000 core_schema.py:3504(CallSchema)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 cookiejar.py:841(CookiePolicy)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1776(FileCookieJar)
        1    0.000    0.000    0.000    0.000 datetime.py:370(TimetzBinaryLoader)
        1    0.000    0.000    0.000    0.000 json.py:158(JsonDumper)
        1    0.000    0.000    0.000    0.000 numeric.py:78(FloatDumper)
        1    0.000    0.000    0.000    0.000 numeric.py:244(OidBinaryLoader)
        1    0.000    0.000    0.000    0.000 response.py:228(BytesQueueBuffer)
        1    0.000    0.000    0.000    0.000 datetime.py:567(TimestamptzBinaryLoader)
        2    0.000    0.000    0.000    0.000 _acompat.py:33(__getitem__)
        1    0.000    0.000    0.000    0.000 string.py:129(BytesDumper)
        1    0.000    0.000    0.000    0.000 string.py:29(_StrBinaryDumper)
        1    0.000    0.000    0.000    0.000 __init__.py:178(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:224(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:236(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:247(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:262(c_wchar)
        1    0.000    0.000    0.000    0.000 dbapi20.py:19(DBAPITypeObject)
        1    0.000    0.000    0.000    0.000 misc.py:32(ConninfoOption)
        1    0.000    0.000    0.000    0.000 sql.py:325(Identifier)
        1    0.000    0.000    0.000    0.000 array.py:289(Comparator)
        1    0.000    0.000    0.000    0.000 asyncpg.py:930(AsyncAdaptFallback_asyncpg_connection)
        1    0.000    0.000    0.000    0.000 base.py:2770(ReflectedNamedType)
        1    0.000    0.000    0.000    0.000 base.py:2926(PGExecutionContext)
        1    0.000    0.000    0.000    0.000 main.py:36(__init__)
        1    0.000    0.000    0.000    0.000 scoping.py:81(QueryPropertyDescriptor)
        1    0.000    0.000    0.000    0.000 strategies.py:376(DeferredColumnLoader)
        1    0.000    0.000    0.000    0.000 writeonly.py:492(AbstractCollectionWriter)
        1    0.000    0.000    0.000    0.000 dependency.py:868(DetectKeySwitch)
        1    0.000    0.000    0.000    0.000 decl_api.py:861(DeclarativeBaseNoMeta)
        1    0.000    0.000    0.000    0.000 bulk_persistence.py:1154(default_insert_options)
        1    0.000    0.000    0.000    0.000 strategies.py:151(UninstrumentedColumnLoader)
        1    0.000    0.000    0.000    0.000 context.py:657(DMLReturningColFilter)
        1    0.000    0.000    0.000    0.000 _typing.py:89(_OrmKnownExecutionOptions)
        1    0.000    0.000    0.000    0.000 reflection.py:2079(_ReflectionInfo)
        1    0.000    0.000    0.000    0.000 cursor.py:981(NoCursorFetchStrategy)
        1    0.000    0.000    0.000    0.000 sqltypes.py:96(Comparator)
        1    0.000    0.000    0.000    0.000 schema.py:260(HasConditionalDDL)
        1    0.000    0.000    0.000    0.000 schema.py:4038(DefaultClause)
        2    0.000    0.000    0.000    0.000 compiler.py:887(_init_compiler_cls)
        1    0.000    0.000    0.000    0.000 compiler.py:677(FromLinter)
        1    0.000    0.000    0.000    0.000 compiler.py:7275(StrSQLTypeCompiler)
        1    0.000    0.000    0.000    0.000 crud.py:106(_CrudParams)
        1    0.000    0.000    0.000    0.000 ddl.py:101(DDLIf)
        1    0.000    0.000    0.000    0.000 elements.py:2199(TypeClause)
        1    0.000    0.000    0.000    0.000 base.py:2121(ColumnSet)
        1    0.000    0.000    0.000    0.000 deprecations.py:81(deprecated_cls)
        2    0.000    0.000    0.000    0.000 langhelpers.py:1590(classlevel)
        1    0.000    0.000    0.000    0.000 attr.py:84(_empty_collection)
        1    0.000    0.000    0.000    0.000 base.py:764(HasCompileState)
        1    0.000    0.000    0.000    0.000 base.py:17(_CachedRequest)
        1    0.000    0.000    0.000    0.000 _collections.py:593(ScopedRegistry)
        1    0.000    0.000    0.000    0.000 multipart.py:956(MultipartParser)
        1    0.000    0.000    0.000    0.000 background.py:17(BackgroundTask)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(ExceptionMiddleware)
        1    0.000    0.000    0.000    0.000 _collections.py:260(OrderedProperties)
        1    0.000    0.000    0.000    0.000 _std_types_schema.py:161(DequeValidator)
        1    0.000    0.000    0.000    0.000 _testing.py:9(TaskInfo)
        1    0.000    0.000    0.000    0.000 from_thread.py:84(_BlockingAsyncContextManager)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:373(QueryParams)
        1    0.000    0.000    0.000    0.000 abc.py:28(__getattr__)
        1    0.000    0.000    0.000    0.000 types.py:2181(FutureDate)
        1    0.000    0.000    0.000    0.000 types.py:2257(NaiveDatetime)
        2    0.000    0.000    0.000    0.000 __init__.py:109(_get_implementation)
        1    0.000    0.000    0.000    0.000 __init__.py:127(MultiHostHost)
        1    0.000    0.000    0.000    0.000 core_schema.py:578(IntSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2577(TaggedUnionSchema)
        1    0.000    0.000    0.000    0.000 _decorators.py:88(FieldSerializerDecoratorInfo)
        1    0.000    0.000    0.000    0.000 core_schema.py:1945(NoInfoValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1476(ListSchema)
        1    0.000    0.000    0.000    0.000 warnings.py:15(PydanticDeprecationWarning)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2291(IPv6Network)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:515(AddressList)
        1    0.000    0.000    0.000    0.000 core_schema.py:704(DecimalSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2884(TypedDictSchema)
        1    0.000    0.000    0.000    0.000 locks.py:219(Condition)
        1    0.000    0.000    0.000    0.000 streams.py:309(StreamWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:1750(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:286(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:1271(_StderrHandler)
        1    0.000    0.000    0.000    0.000 _base.py:74(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 __init__.py:511(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 warnings.py:442(catch_warnings)
        2    0.000    0.000    0.000    0.000 contextlib.py:568(__enter__)
        2    0.000    0.000    0.000    0.000 functools.py:767(is_related)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 request.py:1450(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:879(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        1    0.000    0.000    0.000    0.000 models.py:230(Request)
        1    0.000    0.000    0.000    0.000 _base_connection.py:12(ProxyConfig)
        1    0.000    0.000    0.000    0.000 datetime.py:663(IntervalBinaryLoader)
        1    0.000    0.000    0.000    0.000 transaction.py:228(Transaction)
        1    0.000    0.000    0.000    0.000 range.py:454(BaseRangeLoader)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(PoolError)
        1    0.000    0.000    0.000    0.000 range.py:682(NumericRangeLoader)
        1    0.000    0.000    0.000    0.000 _wrappers.py:32(Int4)
        1    0.000    0.000    0.000    0.000 _copy_base.py:256(BinaryFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:231(c_byte)
        1    0.000    0.000    0.000    0.000 abc.py:325(Escaping)
        1    0.000    0.000    0.000    0.000 dml.py:215(OnConflictClause)
        1    0.000    0.000    0.000    0.000 psycopg.py:709(AsyncAdaptFallback_psycopg_connection)
        1    0.000    0.000    0.000    0.000 json.py:261(Comparator)
        1    0.000    0.000    0.000    0.000 asyncpg.py:446(PGExecutionContext_asyncpg)
        1    0.000    0.000    0.000    0.000 ext.py:332(to_tsvector)
        1    0.000    0.000    0.000    0.000 runtime.py:1039(StrictUndefined)
        1    0.000    0.000    0.000    0.000 url_safe.py:15(URLSafeSerializerMixin)
        1    0.000    0.000    0.000    0.000 sources.py:340(DefaultSettingsSource)
        1    0.000    0.000    0.000    0.000 sources.py:2070(JsonConfigSettingsSource)
        1    0.000    0.000    0.000    0.000 writeonly.py:471(DynamicCollectionAdapter)
        1    0.000    0.000    0.000    0.000 session.py:173(_ConnectionCallableProto)
        1    0.000    0.000    0.000    0.000 decl_base.py:104(_DeclMappedClassProtocol)
        1    0.000    0.000    0.000    0.000 result.py:2342(MergedResult)
        2    0.000    0.000    0.000    0.000 sqltypes.py:1482(<genexpr>)
        1    0.000    0.000    0.000    0.000 selectable.py:2299(_ColumnsPlusNames)
        1    0.000    0.000    0.000    0.000 sqltypes.py:126(Comparator)
        1    0.000    0.000    0.000    0.000 schema.py:3581(CallableColumnDefault)
        1    0.000    0.000    0.000    0.000 elements.py:5390(_truncated_label)
        1    0.000    0.000    0.000    0.000 log.py:92(Identified)
        1    0.000    0.000    0.000    0.000 compiler.py:946(TypeCompiler)
        1    0.000    0.000    0.000    0.000 compiler.py:347(ResultColumnsEntry)
        1    0.000    0.000    0.000    0.000 compiler.py:951(__init__)
        1    0.000    0.000    0.000    0.000 interfaces.py:3354(AdaptedConnection)
        1    0.000    0.000    0.000    0.000 interfaces.py:550(ReflectedTableComment)
        1    0.000    0.000    0.000    0.000 roles.py:103(ColumnsClauseRole)
        1    0.000    0.000    0.000    0.000 exc.py:173(CircularDependencyError)
        1    0.000    0.000    0.000    0.000 exc.py:220(UnsupportedCompilationError)
        1    0.000    0.000    0.000    0.000 decoders.py:21(Base64Decoder)
        1    0.000    0.000    0.000    0.000 decoders.py:118(QuotedPrintableDecoder)
        1    0.000    0.000    0.000    0.000 base.py:4(SecurityBase)
        1    0.000    0.000    0.000    0.000 _synchronization.py:44(LockStatistics)
        1    0.000    0.000    0.000    0.000 __init__.py:2105(PyZipFile)
        1    0.000    0.000    0.000    0.000 types.py:1499(_SecretBase)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2411(_CommonField)
        1    0.000    0.000    0.000    0.000 _schema_generation_shared.py:22(GenerateJsonSchemaHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:176(HTTPMethod)
        1    0.000    0.000    0.000    0.000 _internal_dataclass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core_schema.py:947(DateSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:327(WrapSerializerFunctionSerSchema)
        1    0.000    0.000    0.000    0.000 _decorators.py:27(ValidatorDecoratorInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:73(ErrorDetails)
        1    0.000    0.000    0.000    0.000 transports.py:253(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 unix_events.py:1065(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:954(PidfdChildWatcher)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:814(Filterer)
        1    0.000    0.000    0.000    0.000 threading.py:449(Semaphore)
